# Field Name,Field Description,,,,,,,,,
# text,The question text,,,,,,,,,
# parent,The text of the question's parent; this may be blank if the question does not have a parent,,,,,,,,,
# question_category,"The parent category (If this question has a parent, the category needs to match the parent question's category)",,,,,,,,,
# show_if_parent,"Conditional display based on response to parent question (leave blank if no parent question)- y for if favorable, n for if unfavorable",,,,,,,,,
# explanation_required,"Does the question require additional (open-ended) explanation? f for when favorable, u for when unfavorable, a for always, n for never",,,,,,,,,
# weight,"Weight value for scoring- c for critical, h for high, m for medium, l for low, i for informational",,,,,,,,,
# allow_explanation,Allow explanation if not required? true or false,,,,,,,,,
# help_text,Text that will be displayed as help text for the question,,,,,,,,,
# question_response_group,Text representing the name of the answer response group (i.e. group of answer choices) for this question,,,,,,,,,
# documentation_required,"Does the question require supporting documentation upload? f for when favorable, u for when unfavorable, a for always, n for never",,,,,,,,,
# allow_documentation,Allow supporting documentation upload if not required? true or false,,,,,,,,,
text,parent,question_category,show_if_parent,explanation_required,weight,allow_explanation,help_text,question_response_group,documentation_required,allow_documentation
"CP-10: Can your organization fully recover and restore the system to a known, secure state within your defined recovery time objective after a disruption, failure, or compromise?",,CP — Contingency Planning,y,n,m,TRUE,"**Control:** CP-10 — System Recovery and Reconstitution

**NIST 800-53 Rev 5 Control Language:**
CP-10: Provide for the recovery and reconstitution of the system to a known state within a defined time period consistent with recovery time and recovery point objectives after a disruption, compromise, or failure.

**GovRAMP Parameter:** [Assignment resolved] Time period = per the organization's documented RTO (typically 72 hours or less). The system must be restored to its authorized, secure state — including all security controls — not just operational functionality.

**Suggested evidence:**
- Documented RTO and RPO
- Backup restoration test results showing successful recovery within RTO
- Recovery runbook or procedure
- Evidence that security controls are verified post-recovery",FedRAMP,n,TRUE
IA-02: Does your system uniquely identify every user and require them to prove their identity before granting access?,,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-02 — Identification and Authentication (Organizational Users)

**NIST 800-53 Rev 5 Control Language:**
IA-02: Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.

**GovRAMP Parameter:** Every user must have a unique account — no shared accounts. Authentication must be enforced at every login. Federated identity (e.g., SSO) is acceptable if it meets GovRAMP requirements.

**Suggested evidence:**
- Identity platform configuration (e.g., AWS IAM Identity Center, Okta, Azure AD)
- User list showing unique individual accounts
- Authentication flow screenshot showing unique ID + credential requirement",FedRAMP,n,TRUE
IA-02: Does your system uniquely identify every user and require them to prove their identity before granting access?,,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-02 — Identification and Authentication (Organizational Users)

**NIST 800-53 Rev 5 Control Language:**
IA-02: Uniquely identify and authenticate organizational users and associate that unique identification with processes acting on behalf of those users.

**GovRAMP Parameter:** Every user must have a unique account — no shared accounts. Authentication must be enforced at every login. Federated identity (e.g., SSO) is acceptable if it meets GovRAMP requirements.

**Suggested evidence:**
- Identity platform configuration (e.g., AWS IAM Identity Center, Okta, Azure AD)
- User list showing unique individual accounts
- Authentication flow screenshot showing unique ID + credential requirement",FedRAMP,n,TRUE
IA-04 a: Is formal authorization from the appropriate person required before a new user identifier (account) is assigned?,,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-04 — Identifier Management

**NIST 800-53 Rev 5 Control Language:**
IA-04: Manage system identifiers by: (a) receiving authorization from defined personnel to assign an identifier; (b) selecting an identifier that identifies the individual, group, role, service, or device; (c) assigning the identifier to the intended entity; and (d) preventing reuse of identifiers for a defined time period.

**GovRAMP Parameter (Requirement a):** [Assignment resolved] Authorizing personnel = ISSO or System Owner. Authorization must be documented before the identifier is created.

**Suggested evidence:**
- Account provisioning procedure showing authorization step
- Identity platform user list showing unique identifiers
- Policy documenting identifier reuse prevention period",FedRAMP,n,TRUE
"IA-04 b: Does every account identifier uniquely identify the specific person, role, service, or device it belongs to?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-04 — Identifier Management

**NIST 800-53 Rev 5 Control Language:**
IA-04: Manage system identifiers by: (a) receiving authorization from defined personnel to assign an identifier; (b) selecting an identifier that identifies the individual, group, role, service, or device; (c) assigning the identifier to the intended entity; and (d) preventing reuse of identifiers for a defined time period.

**GovRAMP Parameter (Requirement b):** Identifiers must be meaningful and traceable. Email-based usernames or employee ID-based identifiers are preferred over generic names.

**Suggested evidence:**
- Account provisioning procedure showing authorization step
- Identity platform user list showing unique identifiers
- Policy documenting identifier reuse prevention period",FedRAMP,n,TRUE
"IA-04 c: Is each identifier assigned only to the intended individual, group, role, service, or device — and documented at the time of assignment?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-04 — Identifier Management

**NIST 800-53 Rev 5 Control Language:**
IA-04: Manage system identifiers by: (a) receiving authorization from defined personnel to assign an identifier; (b) selecting an identifier that identifies the individual, group, role, service, or device; (c) assigning the identifier to the intended entity; and (d) preventing reuse of identifiers for a defined time period.

**GovRAMP Parameter (Requirement c):** Assignment must be tracked in the account management system or ticketing platform with a timestamp and approver.

**Suggested evidence:**
- Account provisioning procedure showing authorization step
- Identity platform user list showing unique identifiers
- Policy documenting identifier reuse prevention period",FedRAMP,n,TRUE
"IA-04 d: Once an account identifier is retired, is it kept out of use for at least two years before it can be reused?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-04 — Identifier Management

**NIST 800-53 Rev 5 Control Language:**
IA-04: Manage system identifiers by: (a) receiving authorization from defined personnel to assign an identifier; (b) selecting an identifier that identifies the individual, group, role, service, or device; (c) assigning the identifier to the intended entity; and (d) preventing reuse of identifiers for a defined time period.

**GovRAMP Parameter (Requirement d):** [Assignment resolved] Reuse prevention period = at least 2 years. This prevents a new user from inheriting access or audit history associated with a previous holder of the same identifier.

**Suggested evidence:**
- Account provisioning procedure showing authorization step
- Identity platform user list showing unique identifiers
- Policy documenting identifier reuse prevention period",FedRAMP,n,TRUE
"IA-04 (04): Does your system track each user's status (e.g., government employee, contractor, foreign national) as part of their unique identity?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-04(04) — Identify User Status

**NIST 800-53 Rev 5 Control Language:**
IA-04(04): Manage individual identifiers by uniquely identifying each individual as a defined characteristic identifying individual status.

**GovRAMP Parameter:** [Assignment resolved] Characteristic = contractor, government employee, foreign national, or privileged user. This status should be captured in the identity platform (e.g., as a user attribute or group membership).

**Suggested evidence:**
- Identity platform screenshot showing user attributes including status/type
- User provisioning procedure documenting how status is recorded at account creation",FedRAMP,n,TRUE
"IA-05 a: Before issuing a new credential to someone, does your organization verify that the person is who they say they are?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement a):** Identity verification at initial issuance must be documented. Acceptable methods include HR-verified onboarding, government ID check, or manager attestation.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
IA-05 b: Does your organization set a defined initial credential (not left blank or as a known default) for new accounts?,,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement b):** Initial credentials must be generated securely (randomly or via a one-time temporary credential) and delivered through a secure channel.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
"IA-05 c: Are the authentication mechanisms used (passwords, MFA, certificates) strong enough for the level of access they protect?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement c):** Strength requirements: passwords must meet complexity and length minimums; MFA is required for privileged accounts. Legacy or weak authentication mechanisms (e.g., HTTP Basic Auth, SMS OTP) must not be used for sensitive access.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
"IA-05 d: Is there a documented process for issuing initial credentials, handling lost or compromised credentials, and revoking credentials when needed?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement d):** Procedures must cover all three scenarios: initial distribution, compromise/loss response, and revocation. Each must include timelines and responsible roles.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
"IA-05 e: Are all default credentials (factory passwords, platform defaults) changed before a system or device is put into use?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement e):** No default credentials may remain in use in production. This includes vendor-set admin passwords, cloud service defaults, and application default accounts.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
"IA-05 f: Are passwords changed every 60 days, and immediately if a compromise is suspected?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement f):** [Assignment resolved] Time period = every 60 days for passwords. Events triggering immediate change = suspected compromise. Note: NIST 800-63B discourages forced periodic rotation without evidence of compromise — document your rationale if you use a longer cycle.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
"IA-05 g: Are stored credentials (passwords, keys, certificates) encrypted and protected from unauthorized access?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement g):** Passwords must be stored as salted hashes (bcrypt, PBKDF2, or Argon2 — never MD5 or SHA-1 alone). API keys and certificates must be stored in a secrets manager or equivalent, not in code or config files.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
"IA-05 h: Are users trained and required to protect their own credentials (not sharing passwords, locking screens, etc.)?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement h):** User responsibilities for credential protection must be in the security awareness training and acceptable use policy. Policy acknowledgment should be documented.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
"IA-05 i: When someone leaves a shared or group account, are the credentials changed right away?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05 — Authenticator Management

**NIST 800-53 Rev 5 Control Language:**
IA-05: Manage system authenticators by: (a) verifying identity at initial distribution; (b) establishing initial authenticator content; (c) ensuring sufficient strength; (d) establishing administrative procedures; (e) changing defaults before first use; (f) changing or refreshing authenticators at defined intervals or upon defined events; (g) protecting authenticator content; (h) requiring specific protective controls; (i) changing authenticators for group/role accounts when membership changes.

**GovRAMP Parameter (Requirement i):** Shared/group account credentials must be changed whenever a member is removed. If shared accounts are prohibited (recommended), note that in your policy and provide evidence of the prohibition.

**Suggested evidence:**
- Identity platform authentication policy configuration
- Password policy or authenticator management policy document
- Evidence of default credential changes
- Authenticator management procedure",FedRAMP,n,TRUE
"IA-05 (01): For password-based authentication, does your system enforce a full set of strong password controls — including blocking compromised passwords, requiring complexity, encrypting transmission, and allowing passphrases?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-05(01) — Password-Based Authentication

**NIST 800-53 Rev 5 Control Language:**
IA-05(01): For password-based authentication: (a) maintain and update a list of compromised passwords; (b) verify new/updated passwords are not on the prohibited list; (c) transmit passwords only over cryptographically-protected channels; (d) store passwords using approved salted key derivation function; (e) require immediate new password selection upon account recovery; (f) allow long passwords and passphrases including spaces and all printable characters; (g) employ automated tools to assist with strong password selection; and (h) enforce composition and complexity rules.

**GovRAMP Parameter:** (a/b) Compromised password list must be checked at account creation and updates — use a vendor tool (e.g., Google 'Enforce strong password', HaveIBeenPwned API). (f) Passwords up to at least 64 characters including spaces must be allowed. (h) [Assignment resolved] Complexity rules = minimum 12 characters; at least one uppercase letter, one lowercase letter, one number, and one special character.

**Suggested evidence:**
- Identity platform password policy configuration screenshot
- Evidence of compromised password checking (e.g., Google 'Enforce strong password' enabled)
- TLS/HTTPS configuration confirming encrypted password transmission
- Password storage mechanism documentation (hashing algorithm)",FedRAMP,n,TRUE
"IA-08: Does your system uniquely identify and authenticate users who are not part of your organization (e.g., external agency customers or partner users)?",,IA — Identification and Authentication,y,n,m,TRUE,"**Control:** IA-08 — Identification and Authentication (Non-Organizational Users)

**NIST 800-53 Rev 5 Control Language:**
IA-08: Uniquely identify and authenticate non-organizational users or processes acting on behalf of non-organizational users.

**GovRAMP Parameter:** Non-organizational users (agency customers, partner organizations) must authenticate using unique credentials — shared or anonymous access is prohibited. MFA is strongly recommended for all external user access.

**Suggested evidence:**
- Authentication configuration showing external user login requirements
- Screenshot of external user login portal showing MFA enforcement
- User directory or tenant listing showing external users have unique accounts",FedRAMP,n,TRUE
IR-03: Does your organization conduct an annual incident response test — such as a tabletop exercise — to verify your team can actually respond to a security incident?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-03 — Incident Response Testing

**NIST 800-53 Rev 5 Control Language:**
IR-03: Test the effectiveness of the incident response capability for the system at a defined frequency using defined tests.

**GovRAMP Parameter:** [Assignment resolved] Frequency = annually. Tests = tabletop exercise simulating a realistic security incident (e.g., ransomware, data breach, GuardDuty alert at 2 AM). Results must be documented and used to improve the IRP.

**Suggested evidence:**
- Tabletop exercise agenda and scenario description
- Dated after-action report or lessons-learned document
- List of participants
- Evidence of IRP updates made based on exercise findings",FedRAMP,n,TRUE
"IR-04 a: Does your organization have a working incident handling process that covers preparation, detection, containment, eradication, and recovery?",,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-04 — Incident Handling

**NIST 800-53 Rev 5 Control Language:**
IR-04: (a) Implement an incident handling capability consistent with the IRP including preparation, detection and analysis, containment, eradication, and recovery; (b) coordinate with contingency planning activities; (c) incorporate lessons learned into procedures, training, and testing; and (d) ensure rigor and scope are comparable across the organization.

**GovRAMP Parameter (Requirement a):** The incident handling process must match what is documented in the IRP and must have been used (or tested) during the evidence period.

**Suggested evidence:**
- Incident Response Plan (IRP)
- Incident tickets or post-incident reports from the evidence period
- Lessons-learned documentation
- Evidence of IRP and CP coordination (cross-references or joint exercises)",FedRAMP,n,TRUE
IR-04 b: Are your incident handling and contingency planning activities coordinated so they work together during a crisis?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-04 — Incident Handling

**NIST 800-53 Rev 5 Control Language:**
IR-04: (a) Implement an incident handling capability consistent with the IRP including preparation, detection and analysis, containment, eradication, and recovery; (b) coordinate with contingency planning activities; (c) incorporate lessons learned into procedures, training, and testing; and (d) ensure rigor and scope are comparable across the organization.

**GovRAMP Parameter (Requirement b):** The IRP and CP must reference each other and share escalation paths. Coordination evidence could include joint exercises or cross-referenced procedures.

**Suggested evidence:**
- Incident Response Plan (IRP)
- Incident tickets or post-incident reports from the evidence period
- Lessons-learned documentation
- Evidence of IRP and CP coordination (cross-references or joint exercises)",FedRAMP,n,TRUE
"IR-04 c: After an incident or test, are lessons learned captured and used to improve your incident response procedures?",,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-04 — Incident Handling

**NIST 800-53 Rev 5 Control Language:**
IR-04: (a) Implement an incident handling capability consistent with the IRP including preparation, detection and analysis, containment, eradication, and recovery; (b) coordinate with contingency planning activities; (c) incorporate lessons learned into procedures, training, and testing; and (d) ensure rigor and scope are comparable across the organization.

**GovRAMP Parameter (Requirement c):** Every significant incident and every IR test must produce a lessons-learned record. Findings must be tracked to completion and incorporated into the IRP.

**Suggested evidence:**
- Incident Response Plan (IRP)
- Incident tickets or post-incident reports from the evidence period
- Lessons-learned documentation
- Evidence of IRP and CP coordination (cross-references or joint exercises)",FedRAMP,n,TRUE
IR-04 d: Is your incident response capability consistently applied across the whole organization — not just for some teams or systems?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-04 — Incident Handling

**NIST 800-53 Rev 5 Control Language:**
IR-04: (a) Implement an incident handling capability consistent with the IRP including preparation, detection and analysis, containment, eradication, and recovery; (b) coordinate with contingency planning activities; (c) incorporate lessons learned into procedures, training, and testing; and (d) ensure rigor and scope are comparable across the organization.

**GovRAMP Parameter (Requirement d):** The same rigor and scope of incident handling must apply organization-wide. All system components and staff must be covered by the IRP.

**Suggested evidence:**
- Incident Response Plan (IRP)
- Incident tickets or post-incident reports from the evidence period
- Lessons-learned documentation
- Evidence of IRP and CP coordination (cross-references or joint exercises)",FedRAMP,n,TRUE
"IR-04 (01): Are automated tools used to support your incident handling process — such as automated alerting, ticket creation, or SIEM-triggered workflows?",,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-04(01) — Automated Incident Handling Processes

**NIST 800-53 Rev 5 Control Language:**
IR-04(01): Support the incident handling process using defined automated mechanisms.

**GovRAMP Parameter:** [Assignment resolved] Automated mechanisms = SIEM (e.g., Security Hub, Splunk), automated alerting (CloudWatch + SNS), ticketing system auto-creation on alert trigger, or equivalent.

**Suggested evidence:**
- SIEM or alerting tool configuration screenshot
- Example automated alert or ticket generated by an event
- SNS topic or notification configuration showing IR team recipients",FedRAMP,n,TRUE
IR-06 a: Are staff required to report a suspected security incident within 1 hour of identifying it?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-06 — Incident Reporting

**NIST 800-53 Rev 5 Control Language:**
IR-06: (a) Require personnel to report suspected incidents to the organizational incident response capability within a defined time period; and (b) report incident information to defined authorities.

**GovRAMP Parameter:** [Assignment resolved] Reporting time period = within 1 hour of identifying a potential security incident. Internal reporting to the ISSO triggers the external reporting clock.

**Suggested evidence:**
- IRP section specifying the 1-hour internal reporting requirement
- Security awareness training materials showing staff are aware of this requirement
- Example incident ticket showing report timestamp relative to detection time",FedRAMP,n,TRUE
"IR-06 b: Does your organization have defined timelines for reporting confirmed incidents to GovRAMP, CISA, and affected agencies?",,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-06 — Incident Reporting

**NIST 800-53 Rev 5 Control Language:**
IR-06(b): Report incident information to defined authorities.

**GovRAMP Parameter:** [Assignment resolved] Authorities = GovRAMP PMO and US-CERT/CISA within required timeframes. GovRAMP requires notification within 1 hour of a confirmed incident. Affected agencies must be notified per the incident reporting procedures in the IRP.

**Suggested evidence:**
- IRP section showing GovRAMP and CISA as reporting authorities with required timelines
- Contact information for GovRAMP PMO and CISA in the IRP
- Example incident report or notification template",FedRAMP,n,TRUE
IR-06 (01): Are automated tools used to report security incidents — such as automated alerts to the security team when a detection event fires?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-06(01) — Automated Reporting

**NIST 800-53 Rev 5 Control Language:**
IR-06(01): Report incidents using defined automated mechanisms.

**GovRAMP Parameter:** [Assignment resolved] Automated mechanisms = GuardDuty detects threat → Security Hub aggregates → CloudWatch alarm fires → SNS notification sent to ISSO and security team. The automated alert chain must be documented and tested.

**Suggested evidence:**
- CloudWatch alarm and SNS topic configuration screenshots
- GuardDuty and Security Hub integration evidence
- Example automated incident notification showing the full alert chain",FedRAMP,n,TRUE
IR-08 a-1: Does your IRP provide a clear roadmap for building and maintaining your incident response capability?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-08 — Incident Response Plan

**NIST 800-53 Rev 5 Control Language:**
IR-08: Develop, maintain, and make available to defined personnel an incident response plan that: provides a roadmap for implementing IR capability; describes structure and organization; provides high-level approach for IR fit within the organization; meets unique organizational requirements; defines reportable incidents; provides metrics; defines resources and management support; addresses information sharing; is reviewed/approved by defined personnel at defined frequency; and explicitly designates responsibility for IR.

**GovRAMP Parameter (Requirement a-1):** The IRP must be actionable — not just describe what will happen, but provide step-by-step guidance for standing up and operating the IR program.

**Suggested evidence:**
- Incident Response Plan (IRP) document
- IRP approval record (signed by ISSO and AO)
- IRP distribution record
- Most recent IRP review date
- Incident report or post-incident review from evidence period",FedRAMP,n,TRUE
IR-08 a-2: Does your IRP describe the structure and organization of your incident response team?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-08 — Incident Response Plan

**NIST 800-53 Rev 5 Control Language:**
IR-08: Develop, maintain, and make available to defined personnel an incident response plan that: provides a roadmap for implementing IR capability; describes structure and organization; provides high-level approach for IR fit within the organization; meets unique organizational requirements; defines reportable incidents; provides metrics; defines resources and management support; addresses information sharing; is reviewed/approved by defined personnel at defined frequency; and explicitly designates responsibility for IR.

**GovRAMP Parameter (Requirement a-2):** The IRP must name or describe the roles that make up the IR team, their responsibilities, and how decisions are made during an incident.

**Suggested evidence:**
- Incident Response Plan (IRP) document
- IRP approval record (signed by ISSO and AO)
- IRP distribution record
- Most recent IRP review date
- Incident report or post-incident review from evidence period",FedRAMP,n,TRUE
IR-08 a-3: Does your IRP explain how incident response fits into your organization's broader security and operations structure?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-08 — Incident Response Plan

**NIST 800-53 Rev 5 Control Language:**
IR-08: Develop, maintain, and make available to defined personnel an incident response plan that: provides a roadmap for implementing IR capability; describes structure and organization; provides high-level approach for IR fit within the organization; meets unique organizational requirements; defines reportable incidents; provides metrics; defines resources and management support; addresses information sharing; is reviewed/approved by defined personnel at defined frequency; and explicitly designates responsibility for IR.

**GovRAMP Parameter (Requirement a-3):** The IRP must show how IR connects to other functions: legal, HR, leadership, external reporting, and cloud provider coordination.

**Suggested evidence:**
- Incident Response Plan (IRP) document
- IRP approval record (signed by ISSO and AO)
- IRP distribution record
- Most recent IRP review date
- Incident report or post-incident review from evidence period",FedRAMP,n,TRUE
"IR-08 a-4: Is your IRP tailored to your organization's specific size, mission, and system architecture — not just a generic template?",,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-08 — Incident Response Plan

**NIST 800-53 Rev 5 Control Language:**
IR-08: Develop, maintain, and make available to defined personnel an incident response plan that: provides a roadmap for implementing IR capability; describes structure and organization; provides high-level approach for IR fit within the organization; meets unique organizational requirements; defines reportable incidents; provides metrics; defines resources and management support; addresses information sharing; is reviewed/approved by defined personnel at defined frequency; and explicitly designates responsibility for IR.

**GovRAMP Parameter (Requirement a-4):** The IRP must reflect your actual environment (AWS-hosted, SaaS application, small team) and address scenarios relevant to your threat landscape.

**Suggested evidence:**
- Incident Response Plan (IRP) document
- IRP approval record (signed by ISSO and AO)
- IRP distribution record
- Most recent IRP review date
- Incident report or post-incident review from evidence period",FedRAMP,n,TRUE
IR-08 a-5: Does your IRP define what kinds of events count as reportable security incidents?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-08 — Incident Response Plan

**NIST 800-53 Rev 5 Control Language:**
IR-08: Develop, maintain, and make available to defined personnel an incident response plan that: provides a roadmap for implementing IR capability; describes structure and organization; provides high-level approach for IR fit within the organization; meets unique organizational requirements; defines reportable incidents; provides metrics; defines resources and management support; addresses information sharing; is reviewed/approved by defined personnel at defined frequency; and explicitly designates responsibility for IR.

**GovRAMP Parameter (Requirement a-5):** Reportable incidents must be defined, including GovRAMP-defined events (unauthorized access, data breach, availability disruption exceeding thresholds). The definition must align with GovRAMP reporting requirements.

**Suggested evidence:**
- Incident Response Plan (IRP) document
- IRP approval record (signed by ISSO and AO)
- IRP distribution record
- Most recent IRP review date
- Incident report or post-incident review from evidence period",FedRAMP,n,TRUE
IR-08 a-6: Does your IRP include metrics for measuring the effectiveness of your incident response capability?,,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-08 — Incident Response Plan

**NIST 800-53 Rev 5 Control Language:**
IR-08: Develop, maintain, and make available to defined personnel an incident response plan that: provides a roadmap for implementing IR capability; describes structure and organization; provides high-level approach for IR fit within the organization; meets unique organizational requirements; defines reportable incidents; provides metrics; defines resources and management support; addresses information sharing; is reviewed/approved by defined personnel at defined frequency; and explicitly designates responsibility for IR.

**GovRAMP Parameter (Requirement a-6):** Example metrics: mean time to detect (MTTD), mean time to respond (MTTR), number of incidents per quarter, and percentage of incidents resolved within SLA.

**Suggested evidence:**
- Incident Response Plan (IRP) document
- IRP approval record (signed by ISSO and AO)
- IRP distribution record
- Most recent IRP review date
- Incident report or post-incident review from evidence period",FedRAMP,n,TRUE
"IR-08 a-7: Does your IRP identify the resources (people, tools, budget) and management support needed to sustain the IR capability?",,IR — Incident Response,y,n,m,TRUE,"**Control:** IR-08 — Incident Response Plan

**NIST 800-53 Rev 5 Control Language:**
IR-08: Develop, maintain, and make available to defined personnel an incident response plan that: provides a roadmap for implementing IR capability; describes structure and organization; provides high-level approach for IR fit within the organization; meets unique organizational requirements; defines reportable incidents; provides metrics; defines resources and management support; addresses information sharing; is reviewed/approved by defined personnel at defined frequency; and explicitly designates responsibility for IR.

**GovRAMP Parameter (Requirement a-7):** Resources must be explicitly committed — the IRP should not assume resources that have not been formally allocated.

**Suggested evidence:**
- Incident Response Plan (IRP) document
- IRP approval record (signed by ISSO and AO)
- IRP distribution record
- Most recent IRP review date
- Incident report or post-incident review from evidence period",FedRAMP,n,TRUE
